464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,41373,461680,3250,215,210,213
464748,214,20,461242,215,44101,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3240,210,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3240,210,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,461242,215,41373,461680,3250,215,210,213
464748,214,20,461242,215,44101,461680,3240,210,210,25
464748,214,20,461242,215,44101,465416,3250,20,210,213
465309,20,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,27,443181,215,443775,461680,30,210,20,212
464748,214,20,461242,20,443775,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,25,443181,215,443775,461680,30,20,20,212
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,25,443181,20,443775,461680,310,20,20,212
464748,214,20,464768,215,443775,461680,3240,20,210,215
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,464768,215,443775,461680,3240,20,210,215
464748,214,20,420431,215,443775,461680,3170,20,215,20
464748,214,27,443181,215,443775,461680,30,210,20,212
464748,214,25,443181,20,443775,461680,30,20,20,212
464748,214,20,461242,215,44101,461680,3240,210,210,213
464748,214,20,461242,215,44101,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,20,44101,461680,3250,20,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,443775,461680,3170,20,210,215
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,215,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,25,443181,215,443775,461680,30,20,20,212
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,443181,215,443775,461680,3240,20,26,215
464748,214,20,443181,215,443775,461680,3240,20,26,215
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,25,443181,20,443775,461680,310,20,20,212
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,464768,215,443775,461680,3240,20,210,215
464748,214,20,461242,215,443775,461680,3250,215,210,213
464748,210,20,420431,215,443775,461680,30,215,215,20
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,461242,215,443775,461680,3170,215,210,213
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,25,443181,215,443775,461680,30,20,20,212
464748,214,20,461242,215,443775,461680,30,215,210,20
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,27,443181,215,443775,461680,30,210,20,212
444887,215,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3240,210,210,213
464748,214,20,420431,215,443775,461680,30,20,215,20
464748,214,20,461242,215,44101,461680,3250,210,210,213
464748,214,20,461242,215,44101,461680,3250,210,210,25
464748,214,25,443181,20,443775,461680,310,210,20,212
464748,214,20,461242,215,443775,461680,30,215,210,213
464748,214,20,461242,215,44101,461680,3250,20,210,213
464748,214,20,443181,215,443775,461680,3240,20,26,215
464748,210,20,420431,215,443775,461680,30,215,215,20
